ID,Age,Work_Experience,Family_Size,Gender_lb,Ever_Married_lb,Graduated_lb,Profession_lb,Spending_Score_lb,Var_1_lb
461340,36,4.0,2.0,1,1,1,0,0,6
461346,50,8.0,2.0,1,1,1,0,2,5
461348,42,1.0,1.0,1,1,1,5,2,5
461350,30,0.0,4.0,1,0,0,5,2,1
461352,29,2.0,5.0,1,0,0,5,2,1
461356,28,1.0,2.0,1,0,1,3,2,5
461357,27,1.0,4.0,1,0,1,5,2,5
461363,49,0.0,1.0,1,0,1,0,2,5
461366,32,1.0,1.0,1,0,1,5,2,5
461370,25,1.0,3.0,1,0,1,1,2,5
461378,42,8.0,1.0,0,0,1,0,2,5
461383,71,0.0,2.0,1,1,1,0,1,5
461397,22,1.0,4.0,1,0,0,5,2,5
461402,29,1.0,5.0,0,0,1,3,2,5
461408,47,0.0,3.0,1,1,1,8,2,5
461423,32,1.0,3.0,1,0,1,0,2,3
461426,47,7.0,2.0,1,1,1,0,0,5
461428,46,0.0,1.0,1,0,1,0,2,5
461432,41,1.0,2.0,0,1,1,0,0,5
461437,37,0.0,2.0,1,1,1,3,0,5
461439,40,0.0,2.0,1,1,1,0,0,5
461441,60,0.0,4.0,1,1,1,0,0,5
461442,46,0.0,6.0,1,1,1,0,0,1
461454,36,6.0,4.0,0,1,1,0,1,6
461456,38,0.0,1.0,0,0,0,8,2,5
461457,32,0.0,5.0,0,1,0,1,2,5
461458,41,5.0,1.0,0,0,1,0,2,5
461462,56,0.0,3.0,1,1,1,8,2,5
461465,31,8.0,2.0,1,1,1,0,0,5
461466,45,0.0,2.0,1,1,0,0,2,6
461469,37,0.0,2.0,1,1,1,0,2,5
461476,47,1.0,4.0,1,1,1,0,0,1
461479,52,1.0,3.0,0,1,1,0,0,5
461480,57,1.0,3.0,0,1,1,0,1,5
461482,50,9.0,1.0,0,0,1,0,2,5
461494,27,0.0,2.0,1,1,0,2,0,5
461501,45,1.0,3.0,0,1,1,2,1,5
461503,30,8.0,2.0,0,0,1,0,2,5
461510,45,0.0,2.0,1,1,1,0,2,5
461514,30,1.0,4.0,1,0,0,5,2,5
461516,31,1.0,3.0,1,1,1,3,0,5
461518,45,1.0,4.0,0,1,1,0,0,2
461521,67,0.0,2.0,1,1,1,0,1,5
461522,76,1.0,2.0,1,1,0,4,1,5
461525,69,0.0,2.0,1,1,1,3,2,5
461526,83,0.0,2.0,1,1,0,3,2,5
461530,38,0.0,2.0,1,1,1,2,2,5
461534,36,0.0,1.0,1,1,1,0,2,5
461546,69,0.0,3.0,0,1,0,7,2,5
461548,33,0.0,3.0,0,0,1,2,2,5
461553,38,1.0,3.0,1,0,1,0,2,6
461556,48,1.0,2.0,0,1,1,2,0,5
461558,51,2.0,2.0,1,1,1,2,0,5
461564,56,1.0,2.0,1,1,1,4,1,5
461570,57,0.0,3.0,1,1,1,0,0,5
461574,49,1.0,3.0,0,1,1,0,0,5
461587,30,0.0,3.0,1,0,1,5,2,5
461593,40,8.0,2.0,0,1,1,1,0,5
461604,38,0.0,2.0,1,1,0,3,0,5
461612,31,8.0,5.0,0,0,1,5,2,5
461615,33,0.0,2.0,1,0,1,1,2,5
461617,50,0.0,2.0,1,0,1,0,2,5
461626,73,0.0,2.0,1,1,1,4,1,5
461630,46,0.0,3.0,1,1,1,0,0,5
461637,50,0.0,2.0,1,1,1,0,2,6
461644,30,0.0,6.0,1,0,0,5,2,5
461653,60,0.0,2.0,0,1,1,1,0,5
461655,39,9.0,2.0,0,1,1,6,0,5
461658,59,1.0,2.0,0,1,1,0,0,4
461659,51,0.0,2.0,0,1,1,0,0,5
461661,40,5.0,2.0,0,1,1,0,0,1
461663,23,1.0,3.0,1,0,0,5,2,5
461668,53,4.0,4.0,1,1,1,0,0,1
461671,32,7.0,5.0,1,0,0,5,2,5
461674,52,0.0,4.0,1,1,1,4,1,5
461676,31,0.0,1.0,0,0,1,2,2,5
461679,30,3.0,4.0,1,0,1,5,2,5
461681,25,8.0,3.0,1,0,1,5,2,6
461683,40,1.0,4.0,1,1,1,4,1,5
461685,27,4.0,4.0,0,0,1,5,2,5
461686,61,0.0,2.0,1,1,1,0,2,5
461690,33,1.0,1.0,0,0,1,2,2,3
461694,28,1.0,4.0,1,0,1,1,2,3
461695,48,2.0,2.0,0,1,1,0,0,5
461698,73,0.0,2.0,0,1,1,0,1,5
461701,36,0.0,2.0,1,1,0,0,0,4
461705,32,0.0,4.0,0,0,0,5,2,5
461708,82,0.0,2.0,1,1,0,7,1,5
461709,28,1.0,3.0,1,0,1,0,2,3
461711,42,8.0,3.0,0,0,1,0,2,1
461716,60,6.0,9.0,0,1,1,7,1,5
461720,46,1.0,1.0,0,0,1,0,2,3
461722,31,0.0,3.0,1,0,0,1,2,5
461724,50,1.0,1.0,0,1,1,0,2,6
461725,30,3.0,1.0,0,0,1,2,2,3
461727,49,1.0,3.0,0,0,1,0,2,5
461737,51,0.0,6.0,0,1,1,1,0,3
461744,53,0.0,4.0,1,1,1,0,0,5
461747,65,0.0,2.0,1,1,1,0,1,5
461749,22,0.0,5.0,0,0,0,5,2,5
461752,65,1.0,3.0,1,1,1,1,0,5
461756,39,0.0,2.0,0,1,1,2,0,3
461760,84,0.0,2.0,1,1,1,0,1,5
461769,37,0.0,1.0,1,0,1,0,2,5
461771,28,8.0,2.0,1,1,1,1,0,5
461775,82,0.0,2.0,0,1,0,7,1,5
461778,87,0.0,2.0,0,1,1,7,1,5
461780,69,1.0,5.0,0,0,1,7,2,5
461784,74,1.0,1.0,0,1,1,7,2,5
461788,79,1.0,2.0,0,1,1,7,1,5
461791,21,9.0,1.0,0,0,0,7,2,5
461792,20,5.0,5.0,0,0,0,5,2,1
461800,43,3.0,1.0,0,0,1,1,2,1
461801,25,1.0,3.0,0,0,0,5,2,5
461802,43,0.0,4.0,1,0,1,0,2,5
461804,42,1.0,1.0,0,0,1,0,2,5
461807,25,10.0,4.0,1,0,1,1,2,5
461815,59,0.0,1.0,1,1,1,0,2,2
461816,49,0.0,5.0,0,0,1,8,2,5
461821,32,1.0,4.0,0,0,0,1,2,5
461822,36,8.0,2.0,1,1,1,0,1,5
461824,45,9.0,3.0,1,1,1,8,2,5
461837,37,0.0,2.0,1,1,1,0,2,5
461845,48,1.0,4.0,0,1,1,1,0,5
461846,65,0.0,2.0,0,0,1,0,2,1
461848,39,1.0,2.0,1,0,0,8,2,5
461858,25,1.0,7.0,1,0,0,3,2,3
461859,49,5.0,5.0,0,1,0,0,2,5
461860,77,1.0,2.0,0,1,1,7,1,5
461862,38,9.0,1.0,0,0,1,0,2,5
461864,19,0.0,6.0,1,0,1,8,2,3
461872,76,1.0,2.0,0,1,1,7,1,5
461873,28,0.0,4.0,1,0,1,1,2,5
461874,51,1.0,3.0,1,1,1,1,0,2
461882,28,0.0,5.0,0,0,1,1,2,6
461892,42,0.0,1.0,0,0,1,5,2,1
461896,45,1.0,1.0,1,1,1,0,2,5
461898,63,6.0,3.0,1,1,1,4,1,5
461899,18,0.0,6.0,0,0,0,1,2,5
461901,26,7.0,4.0,1,0,1,0,2,5
461913,43,5.0,4.0,1,0,1,3,2,1
461921,36,0.0,1.0,0,0,1,0,2,5
461927,32,1.0,4.0,1,0,0,5,2,1
461929,60,1.0,1.0,1,1,1,3,2,5
461930,42,0.0,1.0,0,0,1,0,2,3
461936,69,0.0,2.0,1,1,0,7,1,5
461941,70,1.0,1.0,0,1,1,0,2,5
461943,25,1.0,3.0,1,0,1,5,2,5
461962,56,1.0,3.0,1,1,1,3,0,5
461963,40,9.0,1.0,0,0,1,0,2,5
461965,23,1.0,6.0,1,0,0,5,2,5
461967,20,3.0,4.0,0,0,0,8,2,6
461968,39,2.0,1.0,0,0,1,3,2,5
461978,19,0.0,4.0,0,0,0,5,2,5
461988,40,1.0,2.0,1,1,0,2,0,5
461993,33,3.0,4.0,1,0,0,5,2,5
461994,20,14.0,2.0,1,1,0,1,2,5
461996,35,7.0,4.0,0,0,0,0,2,5
461999,27,0.0,5.0,1,0,1,1,2,5
462007,42,1.0,2.0,0,1,1,0,0,5
462011,30,0.0,4.0,1,1,0,8,2,3
462013,56,0.0,2.0,0,1,1,4,0,5
462015,28,0.0,2.0,1,1,1,3,0,5
462016,38,6.0,2.0,0,1,1,0,0,5
462017,26,9.0,1.0,1,0,1,3,2,1
462027,36,0.0,1.0,1,0,0,2,2,5
462029,56,0.0,1.0,1,0,0,3,2,5
462033,26,0.0,1.0,1,0,1,3,2,5
462038,28,4.0,4.0,1,0,1,0,2,5
462043,32,0.0,5.0,1,0,0,5,2,5
462044,52,4.0,1.0,0,0,1,0,2,5
462048,23,0.0,4.0,0,0,0,5,2,5
462052,50,0.0,2.0,1,1,1,0,2,5
462058,40,8.0,2.0,1,1,1,3,2,5
462060,53,1.0,2.0,0,1,1,0,0,5
462064,63,0.0,3.0,1,1,1,0,0,6
462068,62,0.0,3.0,1,1,1,4,1,5
462075,38,1.0,1.0,0,0,1,0,2,5
462078,57,1.0,2.0,0,1,0,0,0,1
462080,43,9.0,1.0,0,0,1,0,2,5
462081,21,1.0,3.0,1,0,0,8,2,3
462083,22,0.0,5.0,1,0,0,5,2,5
462084,68,1.0,1.0,1,1,1,0,2,5
462085,28,0.0,1.0,0,0,1,5,2,5
462088,33,0.0,2.0,1,1,1,0,0,5
462090,38,8.0,1.0,0,0,1,0,2,5
462091,23,0.0,5.0,1,0,0,5,2,3
462102,39,4.0,1.0,0,0,1,1,2,5
462103,49,9.0,2.0,0,1,0,3,1,5
462109,79,0.0,1.0,1,1,0,7,2,5
462111,38,6.0,4.0,1,1,1,0,0,5
462114,21,1.0,4.0,1,0,0,5,2,5
462116,68,0.0,2.0,0,1,1,1,0,5
462118,31,0.0,3.0,1,0,1,0,2,5
462120,46,1.0,3.0,1,1,0,0,2,2
462128,35,9.0,2.0,1,1,1,0,0,5
462131,42,8.0,3.0,0,0,1,0,2,1
462141,38,8.0,1.0,0,0,1,0,2,5
462149,88,2.0,1.0,0,1,0,7,1,5
462151,42,9.0,1.0,0,0,1,0,2,5
462163,26,4.0,2.0,0,1,1,0,0,2
462168,35,0.0,3.0,1,1,1,4,1,5
462171,41,3.0,2.0,0,1,0,2,1,5
462172,37,1.0,2.0,1,1,1,1,0,0
462174,41,8.0,4.0,0,1,1,2,0,3
462179,33,0.0,9.0,0,0,1,8,2,6
462180,61,2.0,4.0,0,1,1,2,0,1
462186,19,1.0,3.0,0,0,0,1,2,0
462187,50,4.0,1.0,0,0,1,0,2,5
462188,48,0.0,4.0,0,1,0,2,0,3
462196,57,1.0,3.0,1,1,0,8,0,3
462197,72,1.0,3.0,0,1,0,2,0,3
462200,49,0.0,3.0,0,1,1,1,2,3
462202,41,0.0,4.0,0,0,1,3,2,3
462203,65,2.0,7.0,1,1,0,4,1,3
462204,22,0.0,3.0,0,0,0,8,2,3
462205,23,0.0,4.0,0,0,0,5,2,3
462209,41,0.0,1.0,0,1,0,0,2,3
462210,42,0.0,3.0,0,1,1,2,2,3
462211,18,0.0,3.0,1,0,0,5,2,3
462214,49,1.0,2.0,1,1,0,1,2,3
462216,40,0.0,2.0,0,1,0,1,2,3
462218,50,1.0,5.0,1,1,0,4,0,3
462220,19,6.0,3.0,0,0,0,5,2,3
462222,22,0.0,6.0,1,0,0,5,2,3
462231,27,4.0,6.0,1,0,1,0,2,3
462232,55,0.0,8.0,1,1,0,4,1,3
462240,80,0.0,2.0,1,1,0,7,1,5
462243,43,0.0,4.0,1,1,0,4,2,5
462246,79,1.0,2.0,0,1,0,7,1,5
462249,25,1.0,3.0,1,0,0,3,2,5
462256,58,0.0,4.0,0,1,1,6,0,5
462260,76,1.0,2.0,1,1,1,7,2,5
462274,47,1.0,3.0,1,1,1,0,0,5
462275,43,1.0,2.0,1,1,1,0,0,5
462278,31,1.0,4.0,1,0,1,5,2,5
462279,27,0.0,7.0,1,0,0,5,2,5
462280,31,0.0,4.0,1,0,1,5,2,5
462281,46,1.0,2.0,1,1,1,0,2,5
462284,48,1.0,4.0,1,1,1,4,0,5
462286,57,0.0,2.0,1,1,0,1,0,5
462290,30,0.0,1.0,0,0,1,1,2,5
462297,31,14.0,2.0,0,0,1,0,2,5
462300,49,1.0,3.0,1,1,1,0,0,5
462304,56,1.0,4.0,1,1,1,0,2,3
462306,83,8.0,2.0,1,1,0,7,1,5
462310,63,5.0,4.0,1,1,1,0,0,5
462323,71,1.0,2.0,0,1,1,1,0,5
462336,50,0.0,4.0,1,1,0,0,2,5
462339,31,4.0,5.0,1,0,1,0,2,5
462340,60,0.0,6.0,1,1,0,3,0,5
462342,71,8.0,2.0,0,1,1,7,1,5
462345,49,0.0,6.0,1,1,1,1,0,3
462346,74,9.0,1.0,1,1,1,7,2,5
462349,51,1.0,6.0,1,1,1,0,0,5
462356,46,0.0,3.0,1,0,1,2,2,5
462358,39,2.0,2.0,1,1,0,1,0,5
462365,85,1.0,2.0,1,1,1,7,1,5
462368,31,1.0,2.0,0,1,1,0,0,5
462370,39,4.0,3.0,1,1,1,4,1,5
462381,48,1.0,2.0,0,1,0,1,1,5
462382,71,0.0,2.0,1,1,1,7,1,5
462386,32,0.0,5.0,0,0,1,5,2,5
462389,55,0.0,1.0,0,1,0,2,2,5
462395,46,0.0,2.0,1,1,1,0,1,5
462397,50,0.0,4.0,1,1,1,0,0,5
462400,45,1.0,1.0,1,0,1,0,2,5
462401,33,1.0,2.0,1,1,0,4,0,3
462409,29,5.0,2.0,0,1,0,2,2,5
462411,35,8.0,1.0,1,0,1,0,2,5
462415,25,1.0,1.0,1,0,0,1,2,5
462420,26,0.0,3.0,1,0,1,5,2,5
462421,48,1.0,2.0,1,0,1,0,2,5
462423,66,0.0,3.0,1,1,0,7,1,5
462424,38,0.0,3.0,0,1,0,0,2,5
462428,65,2.0,3.0,1,1,1,3,0,5
462429,87,1.0,1.0,1,1,0,7,2,5
462445,20,1.0,3.0,1,0,0,5,2,5
462446,19,0.0,4.0,1,0,0,5,2,5
462447,22,9.0,4.0,1,0,0,5,2,5
462451,18,1.0,9.0,1,0,0,8,2,5
462454,19,1.0,3.0,1,0,0,5,2,1
462456,22,0.0,8.0,1,0,0,5,2,5
462457,31,4.0,4.0,1,0,0,5,2,5
462463,63,0.0,2.0,1,1,0,0,0,5
462472,43,1.0,1.0,1,0,1,0,2,5
462485,39,0.0,2.0,0,1,0,2,2,5
462488,31,1.0,5.0,1,0,1,5,2,5
462491,31,0.0,5.0,1,0,1,0,2,5
462492,43,0.0,4.0,1,1,0,0,0,1
462496,52,0.0,3.0,1,1,0,0,0,5
462498,63,0.0,3.0,0,1,1,1,0,5
462503,51,1.0,4.0,1,1,1,4,1,5
462508,35,1.0,7.0,1,1,1,5,2,3
462517,39,9.0,4.0,0,1,1,6,1,5
462518,25,1.0,6.0,0,0,0,5,2,4
462519,20,0.0,5.0,1,0,0,5,2,3
462521,33,9.0,1.0,0,0,0,6,2,5
462522,36,0.0,5.0,1,1,0,4,0,3
462525,42,1.0,2.0,0,1,1,0,0,5
462526,52,2.0,5.0,0,1,1,0,0,5
462529,42,1.0,2.0,0,1,1,2,2,5
462533,30,1.0,3.0,0,0,1,3,2,5
462538,73,1.0,2.0,0,1,1,7,1,5
462541,66,3.0,2.0,1,1,1,2,1,5
462542,62,9.0,5.0,0,1,1,0,0,1
462543,36,4.0,1.0,0,1,1,0,2,2
462545,33,0.0,3.0,1,0,0,2,2,3
462554,28,0.0,8.0,1,0,0,5,2,3
462561,48,3.0,2.0,0,1,1,0,0,5
462563,53,1.0,2.0,0,1,1,0,0,5
462577,71,0.0,2.0,0,1,0,8,1,3
462578,35,9.0,2.0,1,1,1,0,0,3
462580,41,0.0,1.0,0,0,1,0,2,3
462584,39,0.0,4.0,0,1,0,3,2,3
462587,79,1.0,2.0,0,1,0,7,1,3
462589,29,9.0,8.0,0,0,0,2,2,3
462595,33,7.0,7.0,0,0,1,0,2,3
462600,25,4.0,3.0,1,1,0,2,0,3
462609,52,4.0,1.0,0,1,0,1,2,3
462611,41,0.0,7.0,1,1,0,4,1,3
462613,39,1.0,5.0,0,1,0,2,0,3
462615,32,3.0,7.0,1,0,0,1,2,3
462617,19,1.0,5.0,1,0,0,5,2,3
462625,30,1.0,3.0,1,0,1,0,2,3
462626,31,0.0,6.0,0,0,1,2,2,3
462654,37,0.0,6.0,1,1,0,0,0,3
462668,38,4.0,1.0,0,0,1,0,2,5
462678,45,3.0,3.0,0,1,1,0,0,5
462683,43,1.0,5.0,0,1,0,2,2,0
462687,26,14.0,3.0,1,0,0,6,2,2
462696,49,1.0,2.0,1,1,0,0,1,5
462702,53,1.0,4.0,1,1,0,3,0,3
462704,52,5.0,5.0,1,1,1,4,1,5
462705,66,0.0,2.0,0,1,0,7,0,5
462716,26,6.0,2.0,1,0,0,3,2,3
462723,53,8.0,2.0,0,1,0,0,0,5
462727,87,0.0,2.0,0,1,0,7,1,5
462729,28,1.0,2.0,1,0,0,5,2,5
462731,37,7.0,3.0,0,1,1,0,1,5
462735,25,1.0,2.0,0,1,0,0,0,0
462736,33,6.0,3.0,0,1,0,2,2,5
462739,46,1.0,2.0,1,1,1,0,2,5
462743,33,2.0,4.0,1,0,0,5,2,2
462746,26,1.0,3.0,1,0,0,3,2,5
462747,32,6.0,4.0,1,0,0,1,2,5
462756,22,0.0,4.0,0,0,0,2,2,5
462761,19,2.0,4.0,1,0,0,5,2,5
462762,46,0.0,4.0,1,1,1,0,1,5
462767,19,4.0,4.0,1,0,0,5,2,5
462768,45,0.0,3.0,1,1,1,0,0,5
462776,52,1.0,3.0,0,1,1,2,0,5
462788,47,1.0,3.0,1,1,0,3,0,2
462804,41,5.0,3.0,1,1,0,4,1,3
462810,37,9.0,4.0,1,1,0,4,1,5
462814,20,8.0,2.0,0,1,0,2,0,4
462817,73,3.0,1.0,0,1,1,7,2,5
462819,51,0.0,3.0,1,1,1,0,0,5
462824,42,1.0,3.0,1,1,0,2,0,3
462826,20,1.0,3.0,1,0,0,5,2,2
462827,23,0.0,3.0,0,0,0,1,2,2
462834,31,2.0,2.0,1,1,1,6,2,0
462838,33,1.0,3.0,0,1,1,6,2,4
462841,21,9.0,6.0,1,0,0,5,2,5
462845,51,5.0,7.0,1,1,1,1,0,5
462849,47,0.0,4.0,1,1,1,0,0,5
462850,20,0.0,4.0,1,0,0,5,2,5
462853,21,0.0,2.0,1,0,0,5,2,5
462854,22,1.0,3.0,1,0,0,5,2,5
462858,32,9.0,4.0,0,0,1,2,2,5
462861,30,8.0,1.0,0,0,1,5,2,5
462866,61,1.0,1.0,1,1,1,1,2,5
462868,43,0.0,4.0,1,1,0,3,0,3
462869,25,8.0,1.0,1,0,1,1,2,5
462871,46,0.0,3.0,1,1,0,3,0,5
462872,53,12.0,2.0,0,1,0,2,2,2
462874,55,0.0,2.0,1,1,1,1,1,5
462887,42,0.0,3.0,0,1,0,2,2,5
462890,26,11.0,1.0,0,0,1,8,2,5
462891,29,0.0,3.0,1,0,0,5,2,5
462894,39,4.0,4.0,1,1,1,0,0,2
462900,38,1.0,3.0,1,1,1,0,0,5
462905,25,6.0,3.0,0,0,0,0,2,5
462914,26,4.0,4.0,0,0,1,0,2,5
462920,51,0.0,5.0,1,1,0,4,1,5
462923,30,8.0,2.0,1,1,0,6,0,5
462927,33,8.0,2.0,0,0,0,6,2,5
462944,42,5.0,3.0,1,1,1,4,1,5
462951,71,2.0,1.0,1,1,1,7,2,5
462956,35,6.0,5.0,1,1,0,0,0,5
462958,28,0.0,5.0,1,0,0,8,2,5
462963,31,1.0,2.0,1,1,1,0,0,2
462966,43,2.0,3.0,1,1,1,0,0,5
462968,77,0.0,2.0,0,1,0,7,1,5
462971,71,0.0,1.0,0,1,1,2,2,5
462976,47,0.0,2.0,0,1,1,2,0,5
462981,26,9.0,1.0,0,0,0,6,2,5
462982,40,4.0,4.0,1,1,0,1,0,5
462983,72,0.0,2.0,0,1,1,7,1,5
462984,73,1.0,2.0,0,1,1,0,1,5
462986,26,1.0,6.0,1,0,1,5,2,2
462998,52,10.0,4.0,1,1,0,3,0,5
463003,42,3.0,2.0,1,1,1,0,0,5
463020,28,0.0,3.0,1,1,1,0,0,0
463023,43,7.0,1.0,0,1,0,6,2,5
463028,25,0.0,4.0,1,0,0,1,2,5
463030,52,1.0,3.0,1,1,1,4,1,5
463034,28,9.0,1.0,0,0,1,6,2,5
463037,56,0.0,4.0,1,1,1,3,0,5
463039,38,12.0,7.0,1,1,0,4,1,5
463040,83,1.0,2.0,1,1,0,7,1,5
463051,35,12.0,1.0,0,0,1,6,2,5
463052,40,0.0,2.0,1,1,1,8,2,5
463069,25,7.0,1.0,1,0,1,0,2,5
463075,52,0.0,4.0,1,1,1,0,2,5
463080,33,0.0,4.0,1,0,0,0,2,4
463083,28,6.0,3.0,1,0,1,0,2,5
463085,43,0.0,1.0,0,0,1,0,2,5
463088,84,1.0,2.0,0,1,1,7,1,5
463089,48,6.0,4.0,1,1,1,4,1,5
463090,55,3.0,2.0,0,1,0,2,0,5
463091,37,8.0,1.0,0,1,1,6,2,5
463094,38,11.0,3.0,1,1,1,2,0,5
463100,35,9.0,1.0,0,0,0,6,2,5
463102,35,0.0,2.0,1,0,0,3,2,5
463104,46,0.0,1.0,0,1,0,7,2,5
463106,79,0.0,1.0,0,1,1,7,2,5
463108,63,5.0,2.0,1,1,1,7,1,5
463120,35,0.0,1.0,0,0,1,3,2,5
463133,50,0.0,4.0,1,1,0,0,0,5
463144,45,0.0,3.0,1,1,1,4,1,5
463145,36,0.0,4.0,0,0,1,6,2,5
463146,43,11.0,2.0,1,1,0,3,0,5
463148,62,1.0,5.0,1,1,1,8,1,5
463149,57,2.0,2.0,1,1,1,0,0,5
463150,51,9.0,1.0,1,0,0,8,2,5
463151,59,0.0,1.0,1,1,1,0,2,2
463154,27,0.0,4.0,0,1,0,0,2,5
463157,50,6.0,3.0,1,1,1,3,2,5
463158,75,1.0,3.0,1,1,1,4,1,5
463163,28,2.0,2.0,1,0,0,4,2,2
463164,39,9.0,2.0,1,1,1,0,0,5
463165,69,0.0,2.0,0,1,1,1,0,5
463166,41,1.0,1.0,0,0,1,0,2,3
463171,39,1.0,3.0,0,1,0,3,1,2
463173,47,0.0,1.0,1,0,1,0,2,2
463174,62,1.0,1.0,0,1,1,2,2,2
463181,49,5.0,3.0,1,1,1,1,0,4
463187,52,8.0,2.0,0,1,1,0,2,5
463195,26,7.0,2.0,0,0,1,5,2,2
463196,72,1.0,1.0,0,1,1,2,2,5
463199,47,0.0,3.0,0,1,1,0,2,3
463201,19,1.0,2.0,0,0,0,5,2,3
463203,21,1.0,3.0,0,0,0,5,2,6
463204,39,1.0,1.0,1,0,0,3,2,5
463209,52,0.0,1.0,0,0,1,0,2,5
463218,37,8.0,3.0,1,1,0,3,0,5
463219,51,0.0,2.0,1,1,0,3,2,5
463220,48,1.0,3.0,1,1,0,2,0,5
463224,47,1.0,4.0,1,1,1,4,1,5
463240,45,0.0,3.0,0,1,0,2,0,5
463242,29,5.0,2.0,0,0,0,2,2,5
463244,47,1.0,1.0,0,1,0,1,2,5
463245,41,8.0,2.0,1,1,1,3,0,5
463248,32,9.0,4.0,0,1,0,6,0,1
463251,31,2.0,3.0,1,1,0,8,2,5
463256,20,1.0,3.0,1,0,0,8,2,5
463258,46,0.0,3.0,0,1,1,0,0,5
463260,70,3.0,1.0,1,1,1,7,2,5
463265,65,1.0,3.0,1,1,1,0,0,5
463267,29,9.0,1.0,1,1,0,6,2,3
463269,41,3.0,2.0,1,1,1,3,0,2
463273,38,9.0,2.0,1,1,1,3,0,2
463277,30,6.0,2.0,0,1,0,2,2,2
463278,63,1.0,1.0,0,1,1,2,2,2
463280,42,6.0,2.0,1,1,1,0,0,2
463292,41,0.0,3.0,1,1,0,4,1,5
463308,46,1.0,2.0,1,1,1,2,2,2
463316,83,0.0,2.0,0,1,0,7,1,5
463323,27,3.0,2.0,1,1,1,5,2,5
463324,22,1.0,4.0,0,0,0,5,2,1
463330,20,0.0,4.0,1,0,0,5,2,5
463332,40,0.0,2.0,0,1,1,2,2,5
463334,28,0.0,6.0,0,0,1,1,2,3
463338,28,0.0,2.0,1,1,0,3,2,2
463340,20,0.0,4.0,0,0,0,5,2,2
463341,53,0.0,6.0,0,1,0,2,0,2
463348,35,0.0,2.0,0,1,1,1,2,5
463356,30,6.0,4.0,1,0,1,5,2,1
463360,46,2.0,1.0,0,1,1,0,2,5
463367,36,3.0,4.0,0,0,1,2,2,1
463368,38,4.0,3.0,0,1,1,0,1,1
463375,45,1.0,1.0,0,1,1,1,2,3
463376,46,5.0,2.0,0,1,1,4,1,5
463378,25,0.0,1.0,1,0,1,1,2,2
463379,27,0.0,7.0,1,0,0,8,2,5
463386,42,6.0,1.0,0,1,1,1,2,2
463391,55,6.0,1.0,1,1,1,1,2,2
463406,31,0.0,4.0,1,0,0,8,2,2
463409,38,6.0,5.0,0,1,0,3,0,1
463420,59,2.0,3.0,0,1,1,0,1,5
463423,61,1.0,3.0,1,1,0,4,0,5
463427,27,1.0,2.0,0,1,1,2,2,5
463428,26,1.0,5.0,1,1,0,4,1,5
463437,51,0.0,3.0,1,1,1,0,0,5
463438,47,0.0,3.0,1,1,0,3,0,5
463443,52,1.0,4.0,1,1,1,0,0,5
463447,57,1.0,2.0,1,1,0,2,0,5
463452,86,1.0,2.0,0,1,1,7,1,5
463462,43,0.0,4.0,0,1,0,2,0,5
463475,43,0.0,1.0,0,1,1,1,2,5
463477,31,0.0,4.0,1,0,0,5,2,3
463483,30,1.0,2.0,1,1,0,4,1,5
463491,27,8.0,3.0,1,1,1,1,0,5
463499,47,0.0,2.0,1,1,1,4,2,5
463500,35,1.0,4.0,1,1,1,4,1,5
463503,25,0.0,2.0,1,1,1,3,2,6
463508,25,0.0,3.0,0,1,0,0,2,5
463509,38,1.0,1.0,1,0,0,0,2,2
463512,32,0.0,3.0,0,0,0,2,2,5
463516,48,1.0,6.0,1,1,0,4,1,5
463527,38,10.0,1.0,0,0,0,0,2,5
463533,85,1.0,2.0,0,1,1,0,1,1
463537,25,1.0,3.0,0,0,1,5,2,5
463545,31,1.0,2.0,0,0,1,1,2,3
463548,20,3.0,4.0,0,0,0,5,2,3
463550,37,0.0,2.0,0,1,1,0,0,3
463553,33,8.0,2.0,1,0,1,0,2,5
463554,52,5.0,1.0,0,0,0,0,2,5
463557,26,0.0,3.0,1,0,1,1,2,5
463560,21,9.0,5.0,0,0,0,5,2,3
463561,42,0.0,1.0,0,0,1,2,2,5
463572,39,0.0,4.0,1,1,1,0,0,5
463577,41,1.0,2.0,0,1,1,1,0,5
463586,18,1.0,5.0,0,0,0,5,2,5
463588,22,0.0,1.0,1,0,0,5,2,5
463598,25,2.0,2.0,0,1,0,2,2,5
463603,18,0.0,4.0,0,0,0,3,2,1
463605,20,1.0,5.0,0,0,0,5,2,4
463606,21,0.0,4.0,1,0,0,8,2,1
463614,25,1.0,4.0,0,0,0,5,2,2
463616,46,0.0,5.0,0,1,0,2,0,2
463619,68,1.0,2.0,1,1,0,4,1,5
463620,21,1.0,4.0,1,0,0,5,2,1
463623,27,0.0,3.0,1,0,1,1,2,5
463624,59,1.0,4.0,1,1,1,4,1,5
463628,26,8.0,1.0,0,0,1,0,2,5
463632,26,0.0,2.0,1,1,1,0,0,5
463638,32,1.0,2.0,0,1,0,1,0,6
463639,33,0.0,6.0,1,0,0,5,2,5
463640,28,0.0,3.0,1,0,1,5,2,5
463644,30,0.0,3.0,0,0,1,5,2,6
463654,41,3.0,3.0,0,0,0,2,2,2
463655,42,13.0,2.0,1,1,1,0,2,5
463661,45,1.0,4.0,0,1,1,1,0,5
463664,29,0.0,1.0,0,0,0,2,2,5
463665,46,1.0,3.0,1,1,1,3,0,5
